date, pm25, pm10, o3, no2, co
2020/3/14, 71, 69, 69, 30, 93
2020/3/15, 69, 69, 65, 21, 77
2020/3/16, 69, 57, 46, 20, 33
2020/3/17, 58, 58, 34, 20, 36
2020/3/18, 59, 47, 27, 16, 34
2020/3/19, 48, 32, 21, 11, 32
2020/3/20, 35, 50, 19, 12, 35
2020/3/21, 51, 53, 6, 11, 44
2020/3/22, 54, 45, 12, 6, 56
2020/3/23, 46, 51, 17, 6, 59
2020/3/24, 52, 50, 69, 6, 63
2020/3/25, 52, 32, 55, 7, 56
2020/3/26, 34, 38, 69, 5, 52
2020/3/27, 40, 45, 57, 7, 51
2020/3/28, 46, 42, 34, 7, 49
2020/3/29, 44, , , , 
2019/10/1, 18, 20, 27, 6, 25
2019/10/2, 22, 33, 26, 8, 32
2019/10/3, 34, 38, 25, 13, 40
2019/10/4, 38, 30, 26, 13, 43
2019/10/5, 31, 40, 29, 13, 47
2019/10/6, 40, 42, 31, 14, 43
2019/10/7, 42, 42, 26, 9, 43
2019/10/8, 42, 38, 25, 11, 44
2019/10/9, 38, 42, 25, 16, 42
2019/10/10, 43, 44, 26, 19, 42
2019/10/11, 46, 37, 25, 17, 46
2019/10/12, 39, 37, 31, 16, 44
2019/10/13, 39, 45, 30, 15, 37
2019/10/14, 47, 72, 39, 18, 34
2019/10/15, 72, 68, 47, 20, 46
2019/10/16, 68, 70, 62, 22, 54
2019/10/17, 69, 67, 43, 18, 62
2019/10/18, 67, 34, 49, 19, 23
2019/10/19, 36, 15, 44, 19, 24
2019/10/20, 19, 16, 54, 16, 23
2019/10/21, 19, 18, 51, 14, 47
2019/10/22, 22, 21, 66, 23, 42
2019/10/23, 24, 24, 57, 19, 26
2019/10/24, 27, 20, 66, 19, 21
2019/10/25, 23, 18, 69, 14, 18
2019/10/26, 21, 30, 55, 14, 20
2019/10/27, 32, 54, 51, 10, 20
2019/10/28, 54, 33, 51, 8, 34
2019/10/29, 35, 30, 48, 10, 44
2019/10/30, 32, 24, 42, 11, 52
2019/10/31, 27, 20, 43, 13, 49
2019/11/1, 23, 23, 44, 16, 49
2019/11/2, 26, 22, 43, 10, 43
2019/11/3, 25, 25, 44, 14, 47
2019/11/4, 28, 30, 48, 16, 48
2019/11/5, 32, 39, 43, 16, 54
2019/11/6, 41, 38, 44, 19, 51
2019/11/7, 40, 24, 44, 8, 39
2019/11/8, 27, 26, 58, 9, 36
2019/11/9, 29, 29, 49, 12, 35
2019/11/10, 31, 33, 62, 14, 39
2019/11/11, 35, 51, 64, 16, 41
2019/11/12, 52, 67, 64, 21, 48
2019/11/13, 68, 67, 41, 21, 40
2019/11/14, 67, 75, 41, 23, 43
2019/11/15, 74, 74, 42, 23, 45
2019/11/16, 74, 73, 50, 19, 41
2019/11/17, 73, 68, 44, 15, 33
2019/11/18, 68, 81, 36, 25, 36
2019/11/19, 81, 91, 50, 26, 38
2019/11/20, 90, 91, 46, 22, 46
2019/11/21, 90, 86, 46, 21, 42
2019/11/22, 85, 83, 32, 24, 51
2019/11/23, 82, 82, 31, 25, 45
2019/11/24, 81, 84, 32, 25, 45
2019/11/25, 83, 78, 31, 27, 43
2019/11/26, 77, 74, 31, 27, 40
2019/11/27, 73, 75, 39, 24, 41
2019/11/28, 75, 74, 31, 26, 41
2019/11/29, 73, 74, 31, 28, 42
2019/11/30, 73, , , , 
2019/12/2, 56, 36, 31, 16, 39
2019/12/3, 38, 39, 36, 21, 27
2019/12/4, 41, 77, 38, 26, 31
2019/12/5, 77, 91, 47, 26, 30
2019/12/6, 89, 88, 50, 26, 23
2019/12/7, 87, 92, 39, 22, 24
2019/12/8, 90, 71, 37, 20, 29
2019/12/9, 71, 67, 38, 26, 35
2019/12/10, 67, 71, 35, 27, 34
2019/12/11, 71, 67, 36, 20, 35
2019/12/12, 67, 59, 34, 13, 26
2019/12/13, 60, 52, 40, 15, 26
2019/12/14, 53, 63, 41, 19, 28
2019/12/15, 63, 62, 42, 16, 28
2019/12/16, 62, 69, 43, 20, 29
2019/12/17, 69, 75, 39, 22, 30
2019/12/18, 75, 80, 41, 28, 16
2019/12/19, 80, 87, 40, 28, 20
2019/12/20, 86, 88, 39, 30, 20
2019/12/21, 86, 92, 38, 32, 19
2019/12/22, 91, 93, 39, 26, 22
2019/12/23, 92, 94, 35, 29, 34
2019/12/24, 92, 99, 35, 29, 36
2019/12/25, 97, 92, 33, 18, 34
2019/12/26, 91, 68, 33, 14, 26
2019/12/27, 68, 93, 39, 20, 23
2019/12/28, 91, 87, 74, 24, 14
2019/12/29, 86, , , , 
2019/7/1, 19, 27, 31, 25, 26
2019/7/2, 19, 34, 32, 25, 31
2019/7/3, 24, 40, 23, 25, 56
2019/7/4, 29, 46, 24, 25, 54
2019/7/5, 35, 32, 23, 25, 42
2019/7/6, 23, 29, 23, 25, 28
2019/7/7, 20, 30, 25, 25, 28
2019/7/8, 21, 25, 23, 25, 31
2019/7/9, 17, 25, 22, 25, 35
2019/7/10, 17, 24, 22, 25, 35
2019/7/11, 16, 27, 24, 25, 31
2019/7/12, 19, 38, 25, 25, 30
2019/7/13, 28, 39, 26, 25, 29
2019/7/14, 28, 36, 29, 25, 30
2019/7/15, 27, 39, 27, 11, 29
2019/7/16, 39, 29, 29, 12, 26
2019/7/17, 33, 29, 22, 14, 23
2019/7/18, 33, 44, 22, 14, 23
2019/7/19, 47, 37, 22, 14, 24
2019/7/20, 41, 27, 22, 8, 26
2019/7/21, 31, 21, 22, 9, 24
2019/7/22, 26, 11, 22, 22, 23
2019/7/23, 15, 18, 22, 27, 21
2019/7/24, 17, 21, 22, 22, 21
2019/7/25, 20, 25, 22, 19, 21
2019/7/26, 24, 23, 22, 18, 21
2019/7/27, 21, 27, 23, 18, 21
2019/7/28, 25, 38, 24, 16, 21
2019/7/29, 36, 29, 30, 14, 23
2019/7/30, 27, 20, 45, 25, 32
2019/7/31, 18, 20, 44, 21, 36
2019/8/1, 17, 18, 44, 10, 35
2019/8/2, 16, 15, 44, 13, 33
2019/8/3, 13, 13, 43, 11, 34
2019/8/4, 12, 11, 44, 10, 36
2019/8/5, 13, 11, 44, 7, 36
2019/8/6, 14, 14, 45, 6, 23
2019/8/7, 16, 21, 44, 7, 9
2019/8/8, 22, 26, 44, 7, 24
2019/8/9, 27, 24, 47, 6, 41
2019/8/10, 25, 24, 45, 6, 40
2019/8/11, 25, 25, 46, 7, 38
2019/8/12, 26, 30, 45, 7, 43
2019/8/13, 30, 25, 43, 5, 49
2019/8/14, 26, 27, 44, 6, 46
2019/8/15, 28, 18, 44, 4, 46
2019/8/16, 20, 20, 44, 4, 46
2019/8/17, 22, 24, 44, 4, 45
2019/8/18, 25, 28, 45, 4, 41
2019/8/19, 29, 31, 45, 3, 42
2019/8/20, 32, 27, 44, 3, 42
2019/8/21, 28, 21, 47, 3, 32
2019/8/22, 22, 21, 46, 4, 43
2019/8/23, 23, 21, 46, 5, 46
2019/8/24, 23, 17, 32, 5, 53
2019/8/25, 19, 16, 34, 4, 54
2019/8/26, 19, 22, 39, 6, 49
2019/8/27, 24, 21, 32, 7, 47
2019/8/28, 22, 18, 40, 6, 49
2019/8/29, 20, 13, 32, 9, 51
2019/8/30, 16, 12, 34, 8, 50
2019/8/31, 14, 15, 30, 11, 48
2019/9/1, 17, 19, 32, 12, 46
2019/9/2, 21, 17, 34, 10, 46
2019/9/3, 18, 12, 32, 6, 44
2019/9/4, 14, 12, 31, 7, 47
2019/9/5, 14, 12, 30, 8, 49
2019/9/6, 14, 10, 32, 7, 52
2019/9/7, 13, 14, 32, 6, 51
2019/9/8, 16, 15, 31, 6, 52
2019/9/9, 17, 16, 29, 7, 49
2019/9/10, 18, 24, 30, 6, 45
2019/9/11, 25, 29, 31, 8, 44
2019/9/12, 30, 21, 30, 7, 48
2019/9/13, 22, 18, 30, 7, 56
2019/9/14, 19, 26, 31, 17, 56
2019/9/15, 27, 21, 31, 17, 54
2019/9/16, 22, 17, 30, 5, 54
2019/9/17, 19, 19, 30, 6, 57
2019/9/18, 21, 26, 30, 11, 63
2019/9/19, 27, 23, 30, 18, 55
2019/9/20, 24, 30, 32, 12, 32
2019/9/21, 31, 24, 31, 16, 32
2019/9/22, 25, 27, 46, 13, 31
2019/9/23, 28, 28, 33, 7, 36
2019/9/24, 29, 20, 29, 6, 37
2019/9/25, 21, 20, 29, 4, 40
2019/9/26, 21, 17, 25, 3, 30
2019/9/27, 18, 14, 26, 8, 28
2019/9/28, 16, 15, 26, 7, 26
2019/9/29, 17, 16, 26, 5, 27
2019/9/30, 18, 16, 27, 5, 27
2019/4/1, 58, 48, 58, 33, 21
2019/4/2, 46, 51, 66, 28, 24
2019/4/3, 48, 56, 69, 24, 24
2019/4/4, 53, 57, 63, 25, 18
2019/4/5, 54, 54, 52, 23, 31
2019/4/6, 51, 54, 65, 23, 31
2019/4/7, 51, 50, 51, 23, 47
2019/4/8, 48, 49, 54, 23, 43
2019/4/9, 46, 47, 55, 23, 49
2019/4/10, 45, 54, 55, 23, 67
2019/4/11, 51, 58, 49, 23, 67
2019/4/12, 54, 55, 45, 23, 88
2019/4/13, 52, 55, 45, 23, 88
2019/4/14, 52, 55, 45, 23, 88
2019/4/15, 52, 55, 45, 23, 88
2019/4/16, 52, 55, 45, 23, 88
2019/4/17, 52, 55, 45, 25, 88
2019/4/18, 52, 66, 48, 23, 18
2019/4/19, 62, 57, 48, 23, 37
2019/4/20, 54, 49, 48, 23, 37
2019/4/21, 47, 38, 48, 23, 27
2019/4/22, 37, 38, 47, 23, 18
2019/4/23, 37, 35, 47, 23, 22
2019/4/24, 35, 55, 51, 23, 40
2019/4/25, 52, 71, 51, 23, 53
2019/4/26, 65, 73, 50, 23, 51
2019/4/27, 67, 77, 57, 23, 52
2019/4/28, 71, 78, 52, 23, 54
2019/4/29, 71, 71, 54, 23, 54
2019/4/30, 65, 72, 56, 23, 55
2019/5/1, 66, 76, 53, 23, 68
2019/5/2, 70, 73, 54, 23, 68
2019/5/3, 68, 68, 54, 23, 67
2019/5/4, 63, 62, 53, 23, 68
2019/5/5, 58, 55, 53, 23, 68
2019/5/6, 52, 63, 54, 23, 69
2019/5/7, 59, 54, 55, 23, 71
2019/5/8, 51, 45, 53, 23, 69
2019/5/9, 44, 31, 54, 23, 65
2019/5/10, 32, 33, 53, 23, 64
2019/5/11, 34, 43, 54, 23, 38
2019/5/12, 42, 53, 52, 23, 39
2019/5/13, 51, 53, 53, 23, 37
2019/5/14, 50, 52, 53, 23, 35
2019/5/15, 50, 55, 52, 23, 36
2019/5/16, 52, 64, 52, 23, 35
2019/5/17, 60, 81, 52, 23, 35
2019/5/18, 74, 65, 54, 23, 34
2019/5/19, 60, 44, 53, 23, 33
2019/5/20, 43, 48, 54, 23, 41
2019/5/21, 46, 50, 54, 23, 36
2019/5/22, 48, 53, 54, 23, 35
2019/5/23, 50, 58, 54, 23, 36
2019/5/24, 54, 70, 53, 23, 38
2019/5/25, 64, 61, 53, 23, 35
2019/5/26, 58, 63, 53, 23, 37
2019/5/27, 59, 78, 53, 23, 32
2019/5/28, 72, 68, 53, 23, 24
2019/5/29, 63, 61, 53, 23, 24
2019/5/30, 57, 56, 53, 23, 26
2019/5/31, 53, 45, 53, 23, 26
2019/6/1, 44, 44, 52, 23, 29
2019/6/2, 43, 45, 52, 23, 28
2019/6/3, 44, 39, 52, 23, 27
2019/6/4, 38, 42, 52, 23, 27
2019/6/5, 41, 53, 53, 23, 29
2019/6/6, 50, 48, 54, 23, 27
2019/6/7, 46, 58, 52, 23, 28
2019/6/8, 55, 52, 52, 23, 29
2019/6/9, 49, 25, 52, 23, 28
2019/6/10, 23, 23, 52, 23, 29
2019/6/11, 24, 18, 52, 23, 28
2019/6/12, 20, 15, 53, 23, 23
2019/6/13, 18, 29, 52, 23, 24
2019/6/14, 30, 36, 53, 23, 24
2019/6/15, 36, 34, 53, 23, 26
2019/6/16, 35, 34, 52, 23, 34
2019/6/17, 34, 32, 52, 23, 50
2019/6/18, 33, 30, 52, 23, 62
2019/6/19, 30, 36, 52, 23, 63
2019/6/20, 36, 47, 51, 23, 67
2019/6/21, 45, 51, 52, 23, 69
2019/6/22, 49, 59, 32, 23, 59
2019/6/23, 55, 54, 31, 23, 64
2019/6/24, 51, 31, 28, 23, 72
2019/6/25, 31, 21, 27, 23, 72
2019/6/26, 23, 12, 27, 23, 63
2019/6/27, 15, 8, 32, 25, 57
2019/6/28, 11, 19, 26, 25, 25
2019/6/29, 13, 26, 26, 25, 47
2019/6/30, 18, 28, 26, 25, 48
2019/1/1, 43, 79, 40, 45, 19
2019/1/2, 63, 69, 22, 22, 15
2019/1/3, 54, 45, 48, 11, 21
2019/1/4, 35, 37, 47, 14, 25
2019/1/5, 28, 38, 45, 14, 24
2019/1/6, 29, 34, 45, 14, 23
2019/1/7, 29, 31, 20, 14, 18
2019/1/8, 30, 38, 20, 21, 16
2019/1/9, 25, 43, 11, 30, 34
2019/1/10, 33, 78, 11, 27, 48
2019/1/11, 79, 76, 56, 26, 47
2019/1/12, 79, 74, 60, 27, 44
2019/1/13, 77, 82, 72, 27, 44
2019/1/14, 98, 98, 96, 27, 50
2019/1/15, 141, 108, 91, 27, 48
2019/1/16, 168, 103, 70, 26, 46
2019/1/17, 125, 98, 63, 26, 47
2019/1/18, 96, 98, 69, 26, 78
2019/1/19, 102, 102, 63, 26, 85
2019/1/20, 101, 91, 72, 26, 85
2019/1/21, 89, 65, 44, 26, 73
2019/1/22, 61, 45, 64, 26, 76
2019/1/23, 43, 57, 87, 27, 78
2019/1/24, 53, 77, 63, 26, 73
2019/1/25, 71, 80, 88, 26, 67
2019/1/26, 74, 77, 55, 26, 69
2019/1/27, 71, 65, 61, 26, 57
2019/1/28, 60, 63, 46, 26, 34
2019/1/29, 59, 71, 83, 26, 31
2019/1/30, 65, 72, 99, 26, 35
2019/1/31, 66, 76, 196, 25, 45
2019/2/1, 70, 66, 193, 25, 26
2019/2/2, 61, 66, 65, 25, 32
2019/2/3, 62, 69, 86, 25, 27
2019/2/4, 64, 71, 91, 25, 28
2019/2/5, 65, 68, 66, 25, 27
2019/2/6, 63, 56, 63, 24, 19
2019/2/7, 53, 56, 74, 24, 17
2019/2/8, 53, 89, 87, 25, 14
2019/2/9, 81, 102, 95, 25, 13
2019/2/10, 93, 90, 95, 25, 15
2019/2/11, 82, 72, 86, 24, 16
2019/2/12, 67, 71, 55, 25, 19
2019/2/13, 65, 67, 85, 25, 18
2019/2/14, 62, 55, 83, 24, 17
2019/2/15, 52, 49, 85, 24, 17
2019/2/16, 47, 60, 74, 24, 13
2019/2/17, 56, 65, 61, 24, 13
2019/2/18, 61, 69, 59, 24, 14
2019/2/19, 64, 84, 59, 25, 12
2019/2/20, 76, 67, 66, 25, 31
2019/2/21, 62, 60, 77, 25, 49
2019/2/22, 56, 66, 89, 25, 44
2019/2/23, 62, 60, 72, 25, 30
2019/2/24, 56, 55, 74, 25, 23
2019/2/25, 52, 58, 78, 25, 21
2019/2/26, 55, 65, 91, 26, 24
2019/2/27, 60, 62, 93, 25, 55
2019/2/28, 58, 58, 25, 25, 102
2019/3/1, 55, 84, 59, 24, 71
2019/3/2, 77, 65, 47, 24, 65
2019/3/3, 61, 39, 62, 24, 75
2019/3/4, 38, 63, 75, 24, 81
2019/3/5, 59, 75, 67, 24, 77
2019/3/6, 69, 70, 66, 24, 63
2019/3/7, 65, 72, 75, 25, 68
2019/3/8, 67, 67, 69, 24, 50
2019/3/9, 62, 68, 57, 24, 39
2019/3/10, 62, 23, 67, 25, 52
2019/3/11, 25, 65, 99, 25, 52
2019/3/12, 60, 72, 81, 25, 34
2019/3/13, 66, 69, 80, 24, 38
2019/3/14, 64, 71, 82, 25, 36
2019/3/15, 65, 75, 81, 25, 79
2019/3/16, 69, 56, 81, 27, 79
2019/3/17, 53, 48, 79, 29, 80
2019/3/18, 46, 66, 82, 23, 115
2019/3/19, 61, 67, 81, 23, 75
2019/3/20, 62, 61, 83, 33, 82
2019/3/21, 57, 46, 81, 44, 95
2019/3/22, 44, 44, 78, 26, 94
2019/3/23, 43, 86, 81, 32, 106
2019/3/24, 78, 82, 77, 28, 98
2019/3/25, 75, 90, 64, 25, 61
2019/3/26, 82, 94, 7, 23, 65
2019/3/27, 85, 83, 7, 25, 58
2019/3/28, 75, 80, 7, 25, 40
2019/3/29, 73, 83, 7, 25, 44
2019/3/30, 76, 76, 7, 25, 46
2019/3/31, 70, 62, 52, 25, 39
2018/10/1, 45, 50, 22, 33, 77
2018/10/2, 48, 42, 22, 33, 83
2018/10/3, 41, 38, 22, 32, 86
2018/10/4, 37, 39, 24, 33, 47
2018/10/5, 38, 48, 29, 34, 20
2018/10/6, 45, 58, 44, 34, 51
2018/10/7, 54, 61, 43, 34, 101
2018/10/8, 58, 66, 44, 34, 86
2018/10/9, 62, 67, 44, 33, 83
2018/10/10, 63, 73, 42, 34, 83
2018/10/11, 68, 75, 45, 34, 102
2018/10/12, 69, 76, 47, 34, 100
2018/10/13, 76, 75, 47, 35, 61
2018/10/14, 74, 81, 25, 36, 28
2018/10/15, 74, 70, 25, 36, 28
2018/10/16, 66, 64, 20, 35, 29
2018/10/17, 60, 63, 24, 35, 36
2018/10/18, 60, 54, 23, 35, 23
2018/10/19, 82, 70, 23, 35, 23
2018/10/20, 101, 61, 25, 35, 22
2018/10/21, 54, 74, 26, 35, 24
2018/10/22, 65, 74, 33, 33, 50
2018/10/23, 68, 56, 36, 32, 30
2018/10/24, 53, 57, 23, 35, 21
2018/10/25, 54, 57, 22, 35, 20
2018/10/26, 54, 57, 26, 35, 21
2018/10/27, 54, 57, 26, 35, 22
2018/10/28, 54, 51, 26, 35, 15
2018/10/29, 48, 55, 29, 35, 10
2018/10/30, 53, 57, 26, 35, 40
2018/10/31, 55, 62, 27, 35, 54
2018/11/1, 58, 54, 29, 36, 43
2018/11/2, 51, 62, 31, 36, 45
2018/11/3, 58, 41, 31, 36, 32
2018/11/4, 40, 29, 27, 36, 32
2018/11/5, 30, 31, 25, 36, 34
2018/11/6, 32, 46, 26, 36, 30
2018/11/7, 44, 100, 26, 39, 69
2018/11/8, 116, 99, 67, 43, 43
2018/11/9, 108, 71, 23, 42, 24
2018/11/10, 72, 68, 30, 42, 15
2018/11/11, 69, 64, 30, 42, 7
2018/11/12, 66, 69, 31, 42, 19
2018/11/13, 71, 78, 26, 42, 48
2018/11/14, 79, 79, 23, 42, 56
2018/11/15, 80, 81, 24, 42, 93
2018/11/16, 82, 76, 28, 42, 85
2018/11/17, 77, 72, 25, 42, 94
2018/11/18, 73, 78, 29, 42, 107
2018/11/19, 79, 73, 30, 42, 93
2018/11/20, 75, 59, 25, 42, 56
2018/11/21, 61, 73, 25, 42, 42
2018/11/22, 74, 96, 22, 42, 18
2018/11/23, 96, 98, 25, 42, 16
2018/11/24, 98, 90, 22, 42, 15
2018/11/25, 91, 100, 23, 42, 15
2018/11/26, 102, 113, 26, 42, 15
2018/11/27, 138, 109, 27, 44, 14
2018/11/28, 126, 107, 27, 44, 17
2018/11/29, 120, 112, 25, 44, 24
2018/11/30, 134, 112, 22, 44, 21
2018/12/1, 134, 114, 23, 44, 22
2018/12/2, 140, 123, 22, 44, 23
2018/12/3, 165, 115, 24, 45, 30
2018/12/4, 143, 102, 23, 44, 34
2018/12/5, 105, 98, 30, 44, 31
2018/12/6, 93, 89, 29, 44, 15
2018/12/7, 85, 84, 53, 44, 15
2018/12/8, 85, 56, 51, 44, 13
2018/12/9, 58, 57, 52, 45, 22
2018/12/10, 59, 73, 49, 44, 48
2018/12/11, 75, 73, 48, 44, 46
2018/12/12, 75, 65, 39, 44, 47
2018/12/13, 67, 81, 26, 44, 49
2018/12/14, 82, 101, 24, 32, 56
2018/12/15, 105, 127, 34, 14, 51
2018/12/16, 183, 120, 29, 14, 43
2018/12/17, 162, 103, 27, 46, 42
2018/12/18, 128, 62, 26, 59, 47
2018/12/19, 64, 49, 26, 66, 43
2018/12/20, 51, 49, 23, 29, 48
2018/12/21, 57, 54, 27, 25, 47
2018/12/22, 57, 54, 21, 26, 52
2018/12/23, 57, 54, 22, 26, 51
2018/12/24, 57, 54, 25, 45, 65
2018/12/25, 57, 44, 26, 46, 56
2018/12/26, 51, 37, 26, 46, 38
2018/12/27, 44, 29, 26, 46, 30
2018/12/28, 34, 25, 16, 46, 31
2018/12/29, 25, 25, 16, 46, 30
2018/12/30, 25, , , , 
2018/7/1, 28, 22, 25, 19, 27
2018/7/2, 27, 20, 20, 18, 29
2018/7/3, 23, 23, 18, 17, 31
2018/7/4, 28, 19, 17, 17, 33
2018/7/5, 24, 18, 37, 17, 35
2018/7/6, 23, 21, 37, 18, 34
2018/7/7, 26, 17, 37, 18, 35
2018/7/8, 22, 23, 37, 18, 32
2018/7/9, 28, 28, 30, 18, 28
2018/7/10, 32, 26, 30, 18, 29
2018/7/11, 30, 27, 26, 16, 31
2018/7/12, 32, 26, 24, 14, 34
2018/7/13, 31, 26, 24, 17, 36
2018/7/14, 30, 22, 24, 17, 36
2018/7/15, 27, 18, 24, 17, 36
2018/7/16, 23, 19, 29, 17, 36
2018/7/17, 24, 25, 29, 17, 34
2018/7/18, 29, 24, 45, 17, 33
2018/7/19, 28, 25, 45, 18, 33
2018/7/20, 29, 24, 40, 18, 34
2018/7/21, 28, 25, 40, 18, 33
2018/7/22, 30, 28, 40, 18, 33
2018/7/23, 33, 29, 40, 18, 34
2018/7/24, 34, 30, 40, 18, 35
